"Registracijas_kods","Nosaukums","Taksacijas_gads_ceturksnis","Samaksato_VID_administreto_nodoklu_kopsumma_tukst_EUR","Taja_skaita_PVN_iemaksa","Taja_skaita_PVN_atmaksa","Taja_skaita_IIN_summa","Taja_skaita_VSAOI_summa","Videjais_nodarbinato_personu_skaits_cilv"
"40203037135","NR COMPANY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203037258","RG14 SIA","2026. gada 1. ceturksnis"," -0.38","0.00","0.43","0.00","0.00","0"
"40203037262","ADR MOTORS SIA","2026. gada 1. ceturksnis","6.48","3.15","0.00","0.32","3.00","4"
"40203037296","ADESKO SIA","2026. gada 1. ceturksnis","1.18","0.00","0.00","0.00","0.00","0"
"40203037328","ĀBELE TRAVEL SIA","2026. gada 1. ceturksnis","0.20","0.00","0.00","0.01","0.15","0"
"40203037347","BETWEEN SIA","2026. gada 1. ceturksnis","9.87","3.64","0.20","1.00","2.92","3"
"40203037351","EXINTEC SIA","2026. gada 1. ceturksnis","12.44","12.27","0.00","0.07","0.10","1"
"40203037366","FCMC SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203037370","OVERLY CREATOR SIA","2026. gada 1. ceturksnis","1.08","0.11","0.00","0.19","0.78","1"
"40203037417","HWI SIA","2026. gada 1. ceturksnis","2.97","4.19","18.91","3.08","14.58","13"
"40203037436","LEGAL-ADVICE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203037455","AGNĒZE PLUSS SIA","2026. gada 1. ceturksnis","0.29","0.30","0.31","0.00","0.29","3"
"40203037489","TRUU SIA","2026. gada 1. ceturksnis","0.23","0.23","0.00","0.00","0.00","0"
"40203037493","MV BALT ES SIA","2026. gada 1. ceturksnis","8.05","3.57","0.00","0.49","3.97","5"
"40203037506","BALTCHEMTRADE SIA","2026. gada 1. ceturksnis","26.28","0.00","0.09","0.73","0.95","1"
"40203037544","PHARMASTORE SIA","2026. gada 1. ceturksnis","4.70","3.89","0.00","0.02","0.78","1"
"40203037559","E.BIRZUĻI SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203037582","JUVIK SIA","2026. gada 1. ceturksnis","19.40","9.57","0.00","3.06","6.77","9"
"40203037597","KIDDYENGLISH SIA","2026. gada 1. ceturksnis","1.80","0.00","0.00","0.66","1.13","2"
"40203037614","AUGĻI A UN D SIA","2026. gada 1. ceturksnis","1.20","0.21","0.27","0.24","1.02","3"
"40203037629","VITERRAM SIA","2026. gada 1. ceturksnis","0.08","0.00","0.00","0.03","0.05","0"
"40203037633","3P LOGISTICS SIA","2026. gada 1. ceturksnis","35.17","1.69","3.29","6.72","13.63","5"
"40203037648","LUGAR SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40203037667","NEW HANZA CENTRE, SIA","2026. gada 1. ceturksnis"," -3.08","0.00","3.13","0.00","0.00","0"
"40203037671","RX4 SIA","2026. gada 1. ceturksnis"," -0.06","0.00","0.06","0.00","0.00","0"
"40203037686","AMBER JET GROUP SIA","2026. gada 1. ceturksnis","10.74","0.14","1.82","4.81","7.56","6"
"40203037718","OZ KONSULTĀCIJAS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203037756","CRASTINUS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203037811","TOMA SERVISS SIA","2026. gada 1. ceturksnis","0.71","0.00","0.00","0.41","0.10","0"
"40203037826","ART MANAGEMENT GROUP SIA","2026. gada 1. ceturksnis","58.57","25.21","0.22","28.18","5.35","5"
"40203037864","LAUROS SIA","2026. gada 1. ceturksnis","0.00","0.02","0.02","0.00","0.00","0"
"40203037879","MAR-IT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203037987","KAFELEN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203037991","RIETUMU HOLDING ONE SIA","2026. gada 1. ceturksnis","0.17","0.00","0.00","0.07","0.10","1"
"40203038037","OKO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203038056","MERCURE VOITURES SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038107","ESPINTEX SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038130","GLOBAL PARTNER SIA","2026. gada 1. ceturksnis","2.74","1.62","0.00","0.46","0.67","2"
"40203038179","RATUS SIA","2026. gada 1. ceturksnis","0.57","0.00","0.00","0.52","0.00","0"
"40203038183","ENJOY GLOBAL IT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038215","ALFA VSI SIA","2026. gada 1. ceturksnis"," -7.79","0.00","20.02","3.17","8.94","8"
"40203038234","SACRAL CENTER SIA","2026. gada 1. ceturksnis","0.15","0.00","0.00","0.02","0.12","1"
"40203038249","IBIS LOGISTIC SIA","2026. gada 1. ceturksnis","0.01","0.00","0.06","0.01","0.01","1"
"40203038253","JK KOKSNE SIA","2026. gada 1. ceturksnis","20.65","4.19","0.30","1.35","2.80","1"
"40203038319","THEKINGSFISH SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038342","LUCKY TAXI SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40203038361","MDK CONSULTING SIA","2026. gada 1. ceturksnis","28.60","0.00","0.02","3.95","5.91","4"
"40203038395","DBF GROUP SIA","2026. gada 1. ceturksnis","17.01","11.16","0.10","2.33","3.62","1"
"40203038446","X EVENTS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038465","EARN TRANS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038499","GP AUTO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203038516","DRIMS SIA","2026. gada 1. ceturksnis","0.33","0.00","0.00","0.00","0.33","1"
"40203038535","EIGER SIA","2026. gada 1. ceturksnis","1.80","0.76","0.00","0.94","0.10","2"
"40203038554","BICP SIA","2026. gada 1. ceturksnis","122.35","43.43","1.16","25.78","53.79","23"
"40203038569","RENESSANS AG SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038588","FMG DIGITS SIA","2026. gada 1. ceturksnis","14.62","13.52","1.51","0.57","2.03","2"
"40203038592","CONTORNO ASSETS SIA","2026. gada 1. ceturksnis","0.21","0.00","0.00","0.08","0.12","2"
"40203038643","MFA SIA","2026. gada 1. ceturksnis","0.89","0.00","0.00","0.05","0.83","2"
"40203038662","IT INVEST SIA","2026. gada 1. ceturksnis","22.32","14.45","0.00","2.55","5.32","3"
"40203038681","LIVE MATES SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038696","AURA&AURA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038713","DEHOLD SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","2"
"40203038732","KURLANDES REZIDENCE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","2"
"40203038747","ALTAUTO 8 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203038751","SAVA LOGISTIC SIA","2026. gada 1. ceturksnis","50.44","17.40","0.00","11.45","21.57","25"
"40203038766","METARD INVEST SIA","2026. gada 1. ceturksnis","1.22","0.00","0.00","0.53","0.69","1"
"40203038770","ICT LEGAL SIA","2026. gada 1. ceturksnis","0.19","0.14","0.00","0.00","0.00","0"
"40203038785","4TEX SIA","2026. gada 1. ceturksnis","3.26","1.95","0.00","0.52","0.78","1"
"40203038821","PROFIMASTER SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038836","TC&T SIA","2026. gada 1. ceturksnis","4.26","0.00","0.00","1.30","2.95","3"
"40203038855","K8/10 SIA","2026. gada 1. ceturksnis"," -1.65","0.00","2.99","0.54","0.80","1"
"40203038889","SANTIŅI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203038906","SALAS ZVEJA SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203038925","AP INTERNATIONAL SIA","2026. gada 1. ceturksnis","3.80","0.57","0.00","0.24","0.78","1"
"40203039009","ZIMINS SIA","2026. gada 1. ceturksnis","0.72","0.72","0.00","0.00","0.00","1"
"40203039013","DANKUMU DĀRZI SIA","2026. gada 1. ceturksnis","0.62","0.00","0.00","0.57","0.00","0"
"40203039032","NORD AUTO LĪZINGS SIA","2026. gada 1. ceturksnis","3.03","0.00","0.00","0.42","1.82","5"
"40203039051","KONTENSA SIA","2026. gada 1. ceturksnis","2.06","0.00","0.00","0.62","1.44","2"
"40203039066","INKATRANS LOGISTIC SIA","2026. gada 1. ceturksnis","12.91","1.50","0.25","2.88","7.02","5"
"40203039070","MCRA SIA","2026. gada 1. ceturksnis","67.63","0.00","0.00","24.24","43.36","34"
"40203039085","W.E.G. INTERIOR DESIGN SIA","2026. gada 1. ceturksnis","0.88","0.00","0.00","0.10","0.78","1"
"40203039102","RADAMS SIA","2026. gada 1. ceturksnis","3.13","0.91","0.00","0.89","1.33","2"
"40203039121","STEP1 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203039136","MAVIMAX SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039155","LINART SIA","2026. gada 1. ceturksnis","15.41","4.01","0.00","3.06","6.69","4"
"40203039174","NORDOMEDA SIA","2026. gada 1. ceturksnis","1.53","0.00","0.00","0.34","1.19","1"
"40203039189","DMX GROUP SIA","2026. gada 1. ceturksnis","13.30","11.35","0.00","0.19","1.76","3"
"40203039193","STANEX SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039278","ELIZABEAUTY SIA","2026. gada 1. ceturksnis","0.90","0.00","0.00","0.11","0.78","1"
"40203039282","KALDUPES SIA","2026. gada 1. ceturksnis","1.79","0.00","0.00","1.00","0.78","1"
"40203039297","BUSINESS UP SIA","2026. gada 1. ceturksnis","2.03","1.86","0.00","0.07","0.09","1"
"40203039329","ANGLIKUS LV SIA","2026. gada 1. ceturksnis","4.02","0.00","0.00","1.31","2.70","1"
"40203039333","GRATIAE LATVIJA SIA","2026. gada 1. ceturksnis","37.55","18.53","0.00","6.00","13.01","9"
"40203039348","LAPPA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039352","SKAI BALTIJA SIA","2026. gada 1. ceturksnis","613.57","271.76","0.78","103.49","237.50","306"
"40203039367","LINILTY AGRO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039371","PURPLEGREEN REAL ESTATE AS","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039386","BELOTEKS LATVIA SIA","2026. gada 1. ceturksnis","15.53","9.81","0.00","0.76","4.78","6"
"40203039390","DA ROBERTA SIA","2026. gada 1. ceturksnis","21.92","7.72","0.00","4.29","9.91","10"
"40203039403","NAKS SIA","2026. gada 1. ceturksnis","4.81","2.45","0.00","0.30","2.05","3"
"40203039437","MATRASI.LV COMFORT SIA","2026. gada 1. ceturksnis","0.26","0.11","0.00","0.04","0.10","1"
"40203039441","AMMOLITE SIA","2026. gada 1. ceturksnis","1.95","0.00","0.00","0.78","1.17","3"
"40203039475","IDEA SEVEN SIA","2026. gada 1. ceturksnis","6.58","2.15","0.00","1.58","2.85","4"
"40203039494","MOLLENO SIA","2026. gada 1. ceturksnis","2.26","0.00","0.00","0.75","1.50","2"
"40203039507","ANSVE ŽV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203039564","PARTY INBOX SIA","2026. gada 1. ceturksnis","13.66","6.16","0.00","1.63","5.87","5"
"40203039579","VESELĪBAS SISTĒMAS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203039583","GAMECHANGER AUDIO SIA","2026. gada 1. ceturksnis"," -14.57","0.00","49.15","12.35","21.88","5"
"40203039598","KNOTS AND ROPES SIA","2026. gada 1. ceturksnis"," -0.02","0.00","0.02","0.00","0.00","0"
"40203039615","EMOTIO SIA","2026. gada 1. ceturksnis"," -0.11","0.00","0.36","0.19","0.06","1"
"40203039634","DURVJU PASAULE SIA","2026. gada 1. ceturksnis","0.01","0.00","0.04","0.00","0.00","0"
"40203039672","AUSTRUM LOGISTICS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039704","KRASTA NAMS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039723","SEVEN SEAS LOGISTICS SIA","2026. gada 1. ceturksnis","0.35","0.00","0.69","0.10","0.94","2"
"40203039738","LAVANDA-G SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039742","PLANET OF TESTING SIA","2026. gada 1. ceturksnis","20.31","0.00","0.40","6.19","14.51","9"
"40203039757","WELLBAND BALTIC SIA","2026. gada 1. ceturksnis"," -0.74","0.00","1.72","0.39","0.58","2"
"40203039761","FINKON SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203039780","FINARM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039795","KMK MIX SIA","2026. gada 1. ceturksnis","0.43","0.27","0.00","0.07","0.08","1"
"40203039808","EMKOTEH SIA","2026. gada 1. ceturksnis","10.86","5.94","0.00","1.19","1.78","4"
"40203039827","C TELEPORT AS","2026. gada 1. ceturksnis"," -0.31","0.00","2.77","0.74","1.72","2"
"40203039831","SPACE AND GRACE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039850","SV PARTNERI SIA","2026. gada 1. ceturksnis","58.18","0.00","0.30","0.59","1.56","4"
"40203039899","MELDERIŅŠ SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203039901","HIGHWAY BALTIC SIA","2026. gada 1. ceturksnis","2.23","0.93","0.00","0.27","1.02","1"
"40203039920","VISI3 SIA","2026. gada 1. ceturksnis","9.18","4.51","1.37","2.07","3.97","3"
"40203039935","BBCASSETS MANAGEMENT SIA","2026. gada 1. ceturksnis","1.80","1.67","0.00","0.00","0.00","1"
"40203039954","CHARDELL INTERNATIONAL AS","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203039969","ENERGOCOMPLEKT LATVIJA SIA","2026. gada 1. ceturksnis"," -0.36","0.00","0.44","0.03","0.04","1"
"40203039973","MAGNATES SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40203039988","KDKB SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203040031","LUX MI LA SIA","2026. gada 1. ceturksnis","0.76","0.15","0.50","0.76","0.34","1"
"40203040050","STAKSEL SIA","2026. gada 1. ceturksnis","0.08","0.00","0.00","0.03","0.05","1"
"40203040084","FAMIR SIA","2026. gada 1. ceturksnis","3.59","1.26","0.00","0.64","1.57","2"
"40203040101","VOCI SIA","2026. gada 1. ceturksnis"," -0.02","0.00","0.07","0.00","0.00","0"
"40203040135","PLACE 11 SIA","2026. gada 1. ceturksnis","127.13","125.82","0.00","0.52","0.78","1"
"40203040169","AMSEL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203040173","VIRALFOX SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203040224","IMUNO SIA","2026. gada 1. ceturksnis","7.86","0.74","0.00","0.91","3.40","0"
"40203040239","MONOLITH BALTIC SIA","2026. gada 1. ceturksnis","423.18","166.94","0.00","5.68","14.89","15"
"40203040296","KURP.ES SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.01"," -0.06","1"
"40203040309","GRĪNBERGA MĀJA SIA","2026. gada 1. ceturksnis","2.46","0.24","0.45","0.83","1.83","1"
"40203040328","EUROFLEX SIA","2026. gada 1. ceturksnis"," -16.93","0.00","25.20","3.41","4.85","4"
"40203040347","SOLUTION GYM SIA","2026. gada 1. ceturksnis","12.37","5.07","0.00","1.04","6.26","5"
"40203040366","TPM GRUPA SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40203040370","KALIFEJA SIA","2026. gada 1. ceturksnis","1.07","0.00","0.00","0.22","0.85","2"
"40203040440","UNIKMED BALTIJA SIA","2026. gada 1. ceturksnis","3.20","0.78","1.16","1.04","2.54","4"
"40203040510","K.K. ĪPAŠUMI SIA","2026. gada 1. ceturksnis","9.53","2.61","0.00","2.82","4.09","2"
"40203040525","PRIMETE SERVISS SIA","2026. gada 1. ceturksnis","33.88","8.75","0.00","9.99","15.12","12"
"40203040544","H2O 6 KVARTĀLS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203040559","HORECA CLEANING SIA","2026. gada 1. ceturksnis","0.86","0.28","0.00","0.23","0.34","1"
"40203040563","MODULAR GLASS SYSTEM NEO EUROPE SIA","2026. gada 1. ceturksnis","22.57","0.30","0.32","8.72","13.86","9"
"40203040578","STARFLIX RIGA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203040597","BST GROUP SIA","2026. gada 1. ceturksnis"," -2.42","0.00","4.47","0.82","1.23","1"
"40203040633","BAF SIA","2026. gada 1. ceturksnis","12.50","3.91","0.00","1.61","6.98","9"
"40203040667","LOGRO PLUSS SIA","2026. gada 1. ceturksnis","1.19","0.37","0.00","0.13","0.68","1"
"40203040671","ALFAPACK SIA","2026. gada 1. ceturksnis","45.54","38.70","0.00","2.58","4.25","4"
"40203040686","SIKPO SIA","2026. gada 1. ceturksnis","1.47","0.57","0.00","0.11","0.78","1"
"40203040718","ZERO TECHNOLOGIES SIA","2026. gada 1. ceturksnis"," -0.08","0.00","0.13","0.00","0.00","0"
"40203040737","ABSOLUTE WEAPON SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203040741","XMOTO PRO SIA","2026. gada 1. ceturksnis"," -0.37","0.00","0.37","0.00","0.00","0"
"40203040760","EKOSTEL SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203040794","BALTCAP MANAGEMENT SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203040826","ZAKLADY FARMACEUTYCZNE POLPHARMA SPOLKA AKCYJNA FILIĀLE LATVIJĀ ĀRVALSTU FILIĀLE","2026. gada 1. ceturksnis","39.51","0.00","0.00","13.15","25.46","8"
"40203040830","VIDES RESURSU CENTRS SIA","2026. gada 1. ceturksnis","372.85","223.18","12.33","51.08","107.91","51"
"40203040879","DOME SIA","2026. gada 1. ceturksnis","1.78","0.48","0.00","0.44","0.84","1"
"40203040898","JŪRKALNES 62 SIA","2026. gada 1. ceturksnis","0.11","0.00","0.00","0.00","0.00","0"
"40203040915","BONNE VOITURE SIA","2026. gada 1. ceturksnis","3.04","3.40","1.43","0.06","1.01","1"
"40203040934","ELUKSAN SIA","2026. gada 1. ceturksnis","1.46","0.00","0.00","0.26","1.20","1"
"40203041060","VSB PARTNERS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041075","ELCOMPRO SIA","2026. gada 1. ceturksnis","6.24","2.00","0.00","0.95","3.29","2"
"40203041107","MEZROZE&CO SIA","2026. gada 1. ceturksnis","0.19","1.33","2.69","0.63","0.90","6"
"40203041111","FOHOW LATVIA SIA","2026. gada 1. ceturksnis","0.97","0.00","0.00","0.14","0.82","2"
"40203041130","PROFITABILITY SIA","2026. gada 1. ceturksnis","0.39","0.00","0.00","0.16","0.24","2"
"40203041145","SENSUM GRUPA AS","2026. gada 1. ceturksnis"," -138.41","3.49","189.95","17.16","30.58","22"
"40203041179","MANS TIRDZIŅŠ SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041183","BALTĀRES SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203041198","MR PĻAVU SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203041338","ROMAN AVIATION SERVICES SIA","2026. gada 1. ceturksnis","0.99","0.00","0.03","0.21","0.81","1"
"40203041376","BVKI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041395","BRANTU ZIEDIŅI SIA","2026. gada 1. ceturksnis","0.37","0.32","0.00","0.00","0.00","1"
"40203041408","NCS PILNSABIEDRĪBA","2026. gada 1. ceturksnis","0.10","0.10","0.00","0.00","0.00","0"
"40203041412","ALPHA SECURITY PILNSABIEDRĪBA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041427","SYMBIA MANAGEMENT SIA","2026. gada 1. ceturksnis","3.22","3.22","0.00","0.00","0.00","0"
"40203041446","BOSLER SIA","2026. gada 1. ceturksnis","1.97","0.00","0.00","0.48","1.49","2"
"40203041450","TESTSERVISS SIA","2026. gada 1. ceturksnis","5.25","2.30","0.00","1.19","1.76","3"
"40203041465","IP HOLDING SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","1"
"40203041501","CONSART SIA","2026. gada 1. ceturksnis","0.15","0.00","0.03","0.07","0.11","1"
"40203041535","AVAND SIA","2026. gada 1. ceturksnis","19.44","3.89","0.00","2.65","12.25","16"
"40203041554","GALERIJA ARTISTE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041569","TNN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041573","FON FILMS SIA","2026. gada 1. ceturksnis","3.46","0.35","0.10","2.49","0.72","2"
"40203041592","LEGO HOUSE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041605","CONEXUS BALTIC GRID AS","2026. gada 1. ceturksnis","7241.80","4193.73","0.00","702.11","1289.43","367"
"40203041624","ELECTRO DEAL SIA","2026. gada 1. ceturksnis","2.21","1.79","0.00","0.17","0.25","0"
"40203041639","WIND RIVER SIA","2026. gada 1. ceturksnis","1.08","0.00","0.32","0.14","1.26","1"
"40203041658","BIROJS L&M SIA","2026. gada 1. ceturksnis","5.01","0.00","0.00","0.34","1.10","1"
"40203041662","REDORE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203041677","FOUR SEASONS BUVE SIA","2026. gada 1. ceturksnis","0.12","0.03","0.00","0.03","0.05","1"
"40203041696","OPES BALTIC SIA","2026. gada 1. ceturksnis","2.47","1.05","0.66","0.52","1.02","3"
"40203041770","INSERVIS SIA","2026. gada 1. ceturksnis","72.87","37.78","0.00","12.45","22.61","18"
"40203041785","AKVAMAJA SIA","2026. gada 1. ceturksnis","5.13","3.16","0.00","0.60","1.37","3"
"40203041821","ARTE BAUMONTAGE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041840","GENIUS MANAGEMENT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041855","OAKLINS LATVIA SIA","2026. gada 1. ceturksnis","137.95","38.10","0.00","10.65","19.36","6"
"40203041874","COFFEEPRO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203041906","PCIE SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203041910","TEA BAR STUDIO SIA","2026. gada 1. ceturksnis","0.04","0.00","0.01","0.00","0.00","1"
"40203041944","TELENETS IP SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203041997","PST SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042009","HEADWAY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"40203042013","K BETONS SIA","2026. gada 1. ceturksnis"," -4.08","0.00","17.81","2.45","6.02","8"
"40203042047","KRŪZĒNI SIA","2026. gada 1. ceturksnis","0.02","0.00","0.03","0.00","0.00","0"
"40203042051","ALLURO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042066","CORPTECH SIA","2026. gada 1. ceturksnis","1.15","0.84","0.00","0.04","0.26","1"
"40203042117","BENEFLO SIA","2026. gada 1. ceturksnis","2.21","0.00","0.36","1.00","1.58","2"
"40203042140","TBROKERAGE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042189","STRAUMANN LATVIA SIA","2026. gada 1. ceturksnis","344.64","255.93","0.00","31.81","54.08","11"
"40203042193","CILPA SIA","2026. gada 1. ceturksnis","0.12","0.12","0.00","0.00","0.00","0"
"40203042225","PROJECT SERVISS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042244","POLE POSITION SIA","2026. gada 1. ceturksnis","9.40","6.45","1.03","0.15","1.04","1"
"40203042259","SNOWY ASH SIA","2026. gada 1. ceturksnis"," -0.07","0.00","0.07","0.00","0.00","0"
"40203042263","OKD-PROJEKTI SIA","2026. gada 1. ceturksnis","23.33","7.84","0.20","5.09","10.58","4"
"40203042278","PILNVEIDE SIA","2026. gada 1. ceturksnis","3.16","0.00","0.00","1.79","1.37","2"
"40203042282","SASAP SIA","2026. gada 1. ceturksnis","0.10","0.00","0.00","0.00","0.00","0"
"40203042297","AGRO-ECO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042314","CLEVER SOLUTIONS SIA","2026. gada 1. ceturksnis","3.10","0.00","0.00","0.00","0.00","0"
"40203042329","ADDICTIVE SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203042348","ELECTROBALT LV SIA","2026. gada 1. ceturksnis","18.06","1.13","0.57","3.98","13.51","12"
"40203042352","PLEVEX SIA","2026. gada 1. ceturksnis","35.52","29.63","0.00","0.61","2.78","3"
"40203042367","LBLV INVESTĪCIJAS SIA","2026. gada 1. ceturksnis"," -13.18","0.30","13.53","0.00","0.00","1"
"40203042403","TOBIASS SIA","2026. gada 1. ceturksnis","6.00","3.67","0.00","0.40","1.93","5"
"40203042418","LATAZ HOLDING SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042422","CELLS4LIFE BALTIC SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"40203042441","LUX TECH TRADE SIA","2026. gada 1. ceturksnis","3.93","0.67","0.12","1.11","2.26","2"
"40203042456","WUCHS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042475","ALDAZANI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042494","NONNAS SIA","2026. gada 1. ceturksnis","2.22","1.25","0.00","0.46","0.51","2"
"40203042511","VIKRA LOUNGE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042530","EKTON SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"40203042564","TWELVE A SIA","2026. gada 1. ceturksnis","0.22","0.14","0.00","0.03","0.05","1"
"40203042579","EUROPEAN FASHION SIA","2026. gada 1. ceturksnis"," -0.01","0.00","0.06","0.00","0.00","1"
